gene_1,gene_2,both_lof,lof_1,lof_2,expected_both_lof,p-value_lof,z-score_lof
ENSG00000136238,ENSG00000126785,0.0,43,80,0.0100607806622372,0.9899896596933528,-2.325960076194764
ENSG00000136238,ENSG00000128340,0.0,43,5,0.0006287987913898,0.99937139886114,-3.2255742341261358
ENSG00000136238,ENSG00000169750,0.0,43,55,0.0069167867052881,0.9931070792070316,-2.4627957718209923
ENSG00000136274,ENSG00000196531,0.0,552,498,0.8039733607344112,0.4475471602732787,0.1318608939900288
ENSG00000136527,ENSG00000164548,0.0,2,82,0.000479641868781,0.9995204731409916,-3.3022709735549705
ENSG00000136872,ENSG00000149925,0.0,537,12,0.0188464158684467,0.9813300673957178,-2.082028514964852
ENSG00000137076,ENSG00000073712,0.0,56,13,0.0021291419541013,0.997873123060831,-2.8587040842691778
ENSG00000137267,ENSG00000188229,0.0,3,79,0.0006931409932994,0.9993070991734258,-3.1975920689073822
ENSG00000137285,ENSG00000188229,0.0,2,79,0.0004620939955329,0.999538012753454,-3.312707826561534
ENSG00000137713,ENSG00000105568,0.0,256,71,0.053158357359542,0.9482298414183394,-1.6279272282333876
ENSG00000137948,ENSG00000204256,1.0,307,440,0.3950611197252935,0.9397673898110568,-1.5528238618353398
ENSG00000138376,ENSG00000167522,0.0,381,23,0.0256286688788328,0.9746969577322562,-1.954805053037473
ENSG00000138413,ENSG00000168769,0.0,172,627,0.3154054737611382,0.7294930240131814,-0.6112804187571297
ENSG00000138777,ENSG00000180817,0.0,73,465,0.0992770929010593,0.9054917679174356,-1.313494229307791
ENSG00000139514,ENSG00000099960,0.0,25,197,0.0144038792911391,0.985699360300232,-2.1889389251623927
ENSG00000139618,ENSG00000105173,0.0,1828,8,0.0427700163966737,0.9581317193152716,-1.7294054160217192
ENSG00000139668,ENSG00000185359,0.0,28,115,0.0094173586431406,0.9906268458068828,-2.350537702739158
ENSG00000139687,ENSG00000012048,0.0,5,1092,0.0159685646557603,0.9841582569226196,-2.148381185811541
ENSG00000139687,ENSG00000141510,0.0,5,6,8.773936624044126e-05,0.9999122644827452,-3.7519406139480216
ENSG00000140297,ENSG00000015532,0.0,239,76,0.0531232616130458,0.9482631208364536,-1.6282411697567345
ENSG00000140379,ENSG00000171552,0.0,34,0,0.0,1.0,-inf
ENSG00000140650,ENSG00000100417,0.0,186,101,0.0549423911397643,0.946539675454706,-1.6121897774443077
ENSG00000143153,ENSG00000069849,0.0,0,7,0.0,1.0,-inf
ENSG00000143384,ENSG00000030110,0.0,28,248,0.0203087386391208,0.97989609481353,-2.051607626966815
ENSG00000143384,ENSG00000087088,0.0,28,128,0.0104819296201913,0.9895728143629372,-2.310610635297357
ENSG00000143384,ENSG00000129473,0.0,28,0,0.0,1.0,-inf
ENSG00000143384,ENSG00000140379,0.0,28,34,0.0027842625553633,0.997219609908806,-2.7726153828064577
ENSG00000143384,ENSG00000171552,0.0,28,0,0.0,1.0,-inf
ENSG00000143384,ENSG00000171791,0.0,28,3,0.0002456702254732,0.9997543599489856,-3.4854662995911374
ENSG00000143384,ENSG00000176720,0.0,28,171,0.0140032028519744,0.9860943859434532,-2.199938931011197
ENSG00000143545,ENSG00000084733,0.0,15,1,4.3869683120220624e-05,0.9999561312791404,-3.922218306092645
ENSG00000143614,ENSG00000167491,0.0,2,52,0.0003041631363001,0.999695883116617,-3.4279159377696686
ENSG00000143621,ENSG00000129351,0.0,8,8,0.0001871773146462,0.9998128402019344,-3.557557208810863
ENSG00000143632,ENSG00000075624,0.0,78,1,0.0002281223522251,0.9997719036657002,-3.505241851026478
ENSG00000143845,ENSG00000110721,0.0,84,76,0.0186709371359659,0.9815022850619168,-2.0858144952879454
ENSG00000143878,ENSG00000067560,0.0,9,4,0.0001052872394885,0.9998947183030183,-3.705993867117769
ENSG00000144118,ENSG00000133703,0.0,18,298,0.0156877986837908,0.9844346138661938,-2.155397110812157
ENSG00000144290,ENSG00000033867,0.0,109,231,0.0736396500856023,0.929006400908876,-1.4684309555369537
ENSG00000144481,ENSG00000092439,1.0,410,253,0.3033734820040324,0.9623110030753332,-1.7781574819566843
ENSG00000145284,ENSG00000099194,0.0,15,5,0.0002193484156011,0.9997806756395038,-3.515668251991848
ENSG00000145632,ENSG00000166851,0.0,22,38,0.0024450036725669,0.9975579829143446,-2.814584460133156
ENSG00000145700,ENSG00000167522,0.0,831,23,0.0558987502317851,0.9456348763555116,-1.6039265339304798
ENSG00000146648,ENSG00000133703,1.0,76,298,0.0662373722204504,0.9979008107496478,-2.8628586210145426
ENSG00000146648,ENSG00000196712,0.0,76,126,0.0280064057039488,0.9723821379891958,-1.9170173774078003
ENSG00000146904,ENSG00000060237,1.0,780,481,1.0972685142029583,0.7000295548258348,-0.5244855173454511
ENSG00000147601,ENSG00000132604,0.0,144,16,0.0067383833272658,0.9932842686698292,-2.4721194567976235
ENSG00000147614,ENSG00000159720,0.0,98,30,0.0085984578915632,0.9914384031225424,-2.3840517608051948
ENSG00000147889,ENSG00000274391,0.0,13,609,0.0231544187508524,0.9771115877721636,-1.997445360154088
ENSG00000149480,ENSG00000182979,0.0,16,31,0.0014506241885086,0.9985504274581832,-2.978234048262288
ENSG00000149781,ENSG00000073712,0.0,117,13,0.0044483858683903,0.9955614935454496,-2.6167546240802424
ENSG00000149925,ENSG00000109107,0.0,12,65,0.0022812235222514,0.9977213764906816,-2.8367697041150137
ENSG00000151012,ENSG00000103257,0.0,284,108,0.0897047280442271,0.914201083364453,-1.3670876517667443
ENSG00000151422,ENSG00000060237,0.0,69,481,0.0970660608718001,0.9074960541725612,-1.3254923904579932
ENSG00000151962,ENSG00000135316,0.0,106,57,0.0176707083608248,0.9824845030297508,-2.107999947883941
ENSG00000152086,ENSG00000123416,0.0,648,2,0.003790340621587,0.9962168336522506,-2.6708327923075807
ENSG00000152086,ENSG00000167553,0.0,648,96,0.1819363498361789,0.8336544009662527,-0.9687074025985548
ENSG00000152465,ENSG00000136448,0.0,37,9,0.0009739069652688,0.9990265671281996,-3.098220410734941
ENSG00000152518,ENSG00000185650,0.0,131,1,0.0003831285659165,0.9996169448184602,-3.3647572255576943
ENSG00000152601,ENSG00000135482,0.0,10,60,0.0017547873248088,0.998246751414284,-2.9194499316284643
ENSG00000152601,ENSG00000139793,0.0,10,4,0.0001169858216539,0.9998830210209204,-3.6792095684371766
ENSG00000154917,ENSG00000175582,0.0,21,7,0.0004299228945781,0.9995701695090268,-3.332834384998125
ENSG00000155366,ENSG00000067560,0.0,277,4,0.0032405072598136,0.9967647375170614,-2.722932638512442
ENSG00000155465,ENSG00000103257,0.0,250,108,0.0789654296163971,0.924071869411911,-1.4330055152827583
ENSG00000155846,ENSG00000148840,0.0,48,44,0.006176851383327,0.9938421861456816,-2.502969154349151
ENSG00000155926,ENSG00000177885,0.0,53,2,0.0003100124273828,0.9996900356215044,-3.4227420518844047
ENSG00000156475,ENSG00000221914,0.0,17,7,0.0003480328194204,0.999652027736976,-3.3911718328640696
ENSG00000156508,ENSG00000101210,0.0,2,0,0.0,1.0,-inf
ENSG00000156976,ENSG00000161960,0.0,9,5,0.0001316090493606,0.9998683996107304,-3.6490608321814335
ENSG00000157404,ENSG00000065427,0.0,31,133,0.0120583135669779,0.988014096555846,-2.2575807984316483
ENSG00000157404,ENSG00000134440,0.0,31,208,0.0188581144506121,0.9813185872924436,-2.081777198323467
ENSG00000157764,ENSG00000133703,0.0,12,298,0.0104585324558605,0.9895959678315538,-2.311449049684842
ENSG00000157764,ENSG00000141510,0.0,12,6,0.000210574478977,0.9997894476902724,-3.5264915394167997
ENSG00000158186,ENSG00000133703,0.0,6,298,0.0052292662279302,0.994784382583258,-2.561196465911652
ENSG00000159399,ENSG00000106633,0.0,79,22,0.0050830339508628,0.9949298628054072,-2.5710088216934355
ENSG00000159399,ENSG00000156510,0.0,79,609,0.1407076216397956,0.8687432763035454,-1.120470193484432
ENSG00000159399,ENSG00000156515,0.0,79,46,0.0106281618972587,0.9894281174569056,-2.3054074422419983
ENSG00000159399,ENSG00000160883,0.0,79,872,0.2014729820523839,0.8175256651273123,-0.9059757844593735
ENSG00000160949,ENSG00000167522,0.0,421,23,0.028319342776873,0.972077891176706,-1.9122493606085595
ENSG00000162385,ENSG00000111196,0.0,0,14,0.0,1.0,-inf
ENSG00000162512,ENSG00000115884,0.0,13,44,0.001672897249651,0.9983285012629882,-2.9343010890872563
ENSG00000163017,ENSG00000075624,0.0,34,1,9.943794840583344e-05,0.9999005669953832,-3.720452671040418
ENSG00000163214,ENSG00000067248,0.0,463,266,0.3601934955813422,0.6975413418445762,-0.517342177194902
ENSG00000163577,ENSG00000132507,0.0,85,5,0.0012429743550729,0.9987577978175872,-3.0252344811916747
ENSG00000163694,ENSG00000135316,0.0,49,57,0.008168534996985,0.9918647368293528,-2.4027900366138195
ENSG00000164087,ENSG00000139323,0.0,95,76,0.0211159408085328,0.9791054397121858,-2.035614102356392
ENSG00000164651,ENSG00000185591,0.0,94,1,0.0002749166808867,0.9997251211052413,-3.4552622582938275
ENSG00000164695,ENSG00000101421,0.0,31,1,9.066401178178927e-05,0.9999093400980756,-3.743714317441894
ENSG00000164754,ENSG00000244588,0.0,2,217,0.001269296164945,0.9987315090507104,-3.018895300874771
ENSG00000164893,ENSG00000103257,0.0,684,108,0.2160494154304625,0.8056954871004389,-0.8621426468463119
ENSG00000164967,ENSG00000178718,0.0,23,371,0.0249560004043228,0.9753528262142184,-1.966036906513906
ENSG00000165209,ENSG00000129351,0.0,3,8,7.0191492992353e-05,0.9999298109703728,-3.8075011981533633
ENSG00000165238,ENSG00000060237,0.0,153,481,0.2152334393244264,0.8063531836625016,-0.8645357820037195
ENSG00000165804,ENSG00000171940,0.0,115,10,0.0033633423725502,0.9966423073276736,-2.7106382174968804
ENSG00000166589,ENSG00000170558,0.0,439,7,0.0089874357485625,0.9910528305316106,-2.3677972537016228
ENSG00000166851,ENSG00000185988,0.0,38,285,0.0316739112127993,0.9688224527140809,-1.8637622829082277
ENSG00000166900,ENSG00000103496,0.0,66,115,0.0221980596588316,0.978046504309756,-2.014977645740351
ENSG00000167522,ENSG00000101745,0.0,23,439,0.0295301460309911,0.970901608370045,-1.8942126985536525
ENSG00000167553,ENSG00000183785,0.0,96,90,0.025268937477247,0.9750476499086947,-1.9607799306200169
ENSG00000167553,ENSG00000198033,0.0,96,405,0.1137102186476118,0.8925165530660542,-1.2400229818518946
ENSG00000167771,ENSG00000089902,0.0,46,10,0.00134533694902,0.9986555676110416,-3.0012355521765426
ENSG00000168298,ENSG00000189060,0.0,32,7,0.0006551206012619,0.9993450939433856,-3.2138211940220844
ENSG00000168710,ENSG00000101444,0.0,26,68,0.0051707733171033,0.9948425721192616,-2.5650916424365624
ENSG00000168710,ENSG00000158467,0.0,26,69,0.0052468141011783,0.9947669263861632,-2.56003549718637
ENSG00000168769,ENSG00000182054,0.0,627,252,0.462105694115156,0.6299557538071069,-0.3317361616873625
ENSG00000169016,ENSG00000112242,0.0,52,9,0.0013687341133508,0.99863220217596,-2.9959853624722155
ENSG00000169045,ENSG00000096746,0.0,18,11,0.0005790798171869,0.999421087817171,-3.249071340717879
ENSG00000169045,ENSG00000103067,0.0,18,187,0.0098443568921775,0.9902039401746824,-2.334068800683932
ENSG00000169045,ENSG00000104413,0.0,18,44,0.0023163192687476,0.997686361328624,-2.831896849024117
ENSG00000169045,ENSG00000169813,0.0,18,141,0.0074227503839413,0.992604730191834,-2.437467599780613
ENSG00000169047,ENSG00000185950,0.0,155,43,0.0194927625330846,0.980695992917784,-2.068340518849394
ENSG00000169067,ENSG00000075624,0.0,518,1,0.0015149663904182,0.9984861805918774,-2.9649177330966405
ENSG00000169398,ENSG00000174292,0.0,53,963,0.1492709837848627,0.8613356752698877,-1.0863398797377688
ENSG00000169717,ENSG00000075624,0.0,36,1,0.0001052872394885,0.9998947183030183,-3.705993867117769
ENSG00000170558,ENSG00000124215,0.0,7,1091,0.022335517999275,0.977912072899968,-2.012418364756868
ENSG00000170558,ENSG00000179242,0.0,7,40,0.0008189007515774,0.9991814344561362,-3.149208922542417
ENSG00000171262,ENSG00000130244,0.0,323,396,0.3740855619027453,0.6879180497335708,-0.4899576026886691
ENSG00000171608,ENSG00000121879,0.0,27,18,0.0014213777330951,0.9985796319458,-2.984466171668648
ENSG00000171791,ENSG00000171552,0.0,3,0,0.0,1.0,-inf
ENSG00000171862,ENSG00000274391,0.0,13,609,0.0231544187508524,0.9771115877721636,-1.997445360154088
ENSG00000172531,ENSG00000186298,0.0,59,22,0.0037961899126697,0.9962110065070514,-2.6703160989364423
ENSG00000172845,ENSG00000185591,0.0,3,1,8.773936624044125e-06,0.9999912261018667,-4.294005704056104
ENSG00000173110,ENSG00000109971,0.0,121,14,0.0049543495470435,0.9950579029998556,-2.5798545378529325
ENSG00000173614,ENSG00000163864,0.0,159,593,0.2757560541570828,0.7589980626014057,-0.7030832423211492
ENSG00000173846,ENSG00000166851,0.0,115,38,0.0127807010156909,0.9873006253057074,-2.235283396650237
ENSG00000174775,ENSG00000133703,0.0,158,298,0.1377040106688312,0.8713565658270559,-1.1328271006105268
ENSG00000174953,ENSG00000067248,0.0,159,266,0.123694958525774,0.8836493494752746,-1.1934292606815116
ENSG00000176720,ENSG00000171552,0.0,171,0,0.0,1.0,-inf
ENSG00000176928,ENSG00000015532,0.0,131,76,0.0291177710096611,0.971302066505297,-1.9002839459738543
ENSG00000177565,ENSG00000150627,0.0,1,726,0.0021232926630186,0.997878959928262,-2.859575808545248
ENSG00000177885,ENSG00000100351,0.0,2,76,0.0004445461222849,0.9995555526737022,-3.323518692686267
ENSG00000177885,ENSG00000101082,0.0,2,281,0.0016436507942375,0.9983576992599552,-2.93976604999499
ENSG00000178035,ENSG00000100938,0.0,158,435,0.2010108880568509,0.817903526125287,-0.9074044676287611
ENSG00000178035,ENSG00000106348,0.0,158,220,0.1016606790172579,0.9033360205365124,-1.3007969713766945
ENSG00000178035,ENSG00000137198,0.0,158,72,0.0332707676783753,0.9672766168839227,-1.8421940789687028
ENSG00000178462,ENSG00000123416,0.0,386,2,0.0022578263579206,0.997744720614776,-2.840056191787255
ENSG00000178462,ENSG00000167553,0.0,386,96,0.108375665180193,0.8972904523282904,-1.2662625630091782
ENSG00000178750,ENSG00000103496,0.0,142,115,0.0477594616902135,0.9533630798433904,-1.6783753824350014
ENSG00000184897,ENSG00000168298,0.0,26,32,0.0024333050904015,0.997569652996634,-2.816123748845919
ENSG00000185591,ENSG00000167182,0.0,1,4,1.1698582165392167e-05,0.9999883014862628,-4.229731617842197
ENSG00000185650,ENSG00000128016,0.0,1,71,0.0002076498334357,0.9997923717242988,-3.530193048394478
ENSG00000185697,ENSG00000101057,0.0,28,70,0.0057323052610421,0.9942840930524192,-2.52921449694174
ENSG00000185811,ENSG00000161405,0.0,7,11,0.0002251977066837,0.9997748276484164,-3.508675086788203
ENSG00000187210,ENSG00000015532,0.0,105,76,0.0233386714199573,0.9769315689390878,-1.9941390374066683
ENSG00000187583,ENSG00000102606,0.0,444,38,0.0493446195736241,0.951853045978858,-1.6630925645565895
ENSG00000187678,ENSG00000065427,0.0,29,133,0.0112803578529793,0.9887830268258408,-2.282939262149189
ENSG00000188191,ENSG00000108946,0.0,28,1,8.189007515774516e-05,0.9999181132777428,-3.769197222053059
ENSG00000188229,ENSG00000101162,0.0,79,454,0.1048953369859888,0.9004187581957931,-1.2839413328084608
ENSG00000188229,ENSG00000104833,0.0,79,28,0.0064693159374618,0.9935515650340886,-2.4866044642157794
ENSG00000188229,ENSG00000176014,0.0,79,46,0.0106281618972587,0.9894281174569056,-2.3054074422419983
ENSG00000188229,ENSG00000258947,0.0,79,0,0.0,1.0,-inf
ENSG00000188229,ENSG00000261456,0.0,79,286,0.0660794413612176,0.9360564997353316,-1.5224873985581415
ENSG00000188687,ENSG00000033867,0.0,139,231,0.0939074436871442,0.9103670185560628,-1.3430185637813137
ENSG00000196230,ENSG00000101162,0.0,3,454,0.003983367227316,0.9960245558562428,-2.654148265995397
ENSG00000196230,ENSG00000104833,0.0,3,28,0.0002456702254732,0.9997543599489856,-3.4854662995911374
ENSG00000196230,ENSG00000176014,0.0,3,46,0.000403601084706,0.9995964803512556,-3.350369146898181
ENSG00000196230,ENSG00000188229,0.0,3,79,0.0006931409932994,0.9993070991734258,-3.1975920689073822
ENSG00000196230,ENSG00000258947,0.0,3,0,0.0,1.0,-inf
ENSG00000196230,ENSG00000261456,0.0,3,286,0.0025093458744766,0.9974937999020516,-2.8062357729632024
ENSG00000196531,ENSG00000253506,0.0,498,141,0.2053627606223768,0.8143518480392811,-0.8940478238453959
ENSG00000196542,ENSG00000165389,0.0,219,17,0.0108884553504387,0.9891706093108356,-2.296299172737025
ENSG00000196570,ENSG00000108518,0.0,93,41,0.01115167344916,0.9889102759674688,-2.2872806348432597
ENSG00000196604,ENSG00000075624,0.0,417,1,0.0012195771907421,0.9987811661912852,-3.0309733508280647
ENSG00000196834,ENSG00000075624,0.0,1114,1,0.0032580551330617,0.9967472465692544,-2.72115084311777
ENSG00000197959,ENSG00000079805,0.0,57,19,0.0031673911212799,0.9968376197700972,-2.730451677419792
ENSG00000198380,ENSG00000131459,0.0,47,226,0.0310655849401989,0.9694119921635396,-1.8722211393054764
ENSG00000198597,ENSG00000171940,0.0,51,10,0.0014915692260875,0.9985095426104282,-2.9696991988871835
ENSG00000204256,ENSG00000141867,0.0,440,82,0.1055212111318373,0.8998553856931335,-1.280727979262402
ENSG00000204256,ENSG00000169925,0.0,440,179,0.2303450828365717,0.7942594698959798,-0.8212900740604339
ENSG00000204335,ENSG00000185591,0.0,45,1,0.0001316090493606,0.9998683996107304,-3.6490608321814335
ENSG00000204388,ENSG00000109971,0.0,140,14,0.0057323052610421,0.9942840930524192,-2.52921449694174
ENSG00000204389,ENSG00000109971,0.0,119,14,0.0048724594718858,0.9951393917028308,-2.585591148279151
ENSG00000204390,ENSG00000109971,0.0,158,14,0.0064693159374618,0.9935515650340886,-2.4866044642157794
ENSG00000213281,ENSG00000133703,0.0,21,298,0.018302431797756,0.9818640405437464,-2.093865998482552
ENSG00000213281,ENSG00000157764,0.0,21,12,0.0007370106764197,0.999263260849239,-3.17985683396221
ENSG00000213639,ENSG00000172531,0.0,1,59,0.0001725540869395,0.9998274607996608,-3.57887352809677
ENSG00000217236,ENSG00000185591,0.0,19,1,5.556826528561279e-05,0.9999444332786018,-3.864902810605696
ENSG00000221914,ENSG00000175470,0.0,7,14,0.0002866152630521,0.9997134258071784,-3.444012885714552
ENSG00000221978,ENSG00000163660,0.0,59,13,0.0022432031302139,0.9977593109696976,-2.8421259710120745
ENSG00000222014,ENSG00000175582,0.0,37,7,0.0007574831952091,0.999242803622762,-3.1719112580647244
ENSG00000222038,ENSG00000075624,0.0,220,1,0.0006434220190965,0.9993567849324626,-3.218989906207221
ENSG00000240065,ENSG00000142507,0.0,217,50,0.0317324041236262,0.9687657851260894,-1.862956193472757
ENSG00000253626,ENSG00000132507,0.0,16,5,0.0002339716433078,0.9997660557259224,-3.49849688892638
ENSG00000254505,ENSG00000101421,0.0,51,1,0.0001491569226087,0.999850854200732,-3.616779151912288
ENSG00000254535,ENSG00000070756,0.0,160,3,0.001403829859847,0.9985971550483556,-2.988261928336926
ENSG00000254647,ENSG00000017427,0.0,0,62,0.0,1.0,-inf
ENSG00000256453,ENSG00000135316,0.0,16,57,0.0026672767337094,0.997336277288322,-2.786537496701276
